,Airline,Day,Date,Departure,Arrival,Duration,Source,Destination,Stops,Fare
1405,Air India,Sun, 7 Nov,18:50,21:35,26h 45m,Bangalore,Mumbai,3,11545
1406,Air India,Sun, 7 Nov,18:50,21:35,26h 45m,Bangalore,Mumbai,3,11545
1407,Air India,Sun, 7 Nov,15:15,18:15,27h 00m,Bangalore,Mumbai,4,11545
1408,Air India,Sun, 7 Nov,15:15,21:35,30h 20m,Bangalore,Mumbai,4,11545
1409,Air India,Sun, 7 Nov,15:15,21:35,30h 20m,Bangalore,Mumbai,4,11545
1410,IndiGo,Sun, 7 Nov,16:50,18:35,1h 45m,Bangalore,Mumbai,Non,11583
1411,Vistara,Sun, 7 Nov,21:10,08:00,10h 50m,Bangalore,Mumbai,1,11849
1412,Vistara,Sun, 7 Nov,19:40,08:00,12h 20m,Bangalore,Mumbai,1,11849
1413,Vistara,Sun, 7 Nov,21:10,09:45,12h 35m,Bangalore,Mumbai,1,11849
1414,Vistara,Sun, 7 Nov,21:10,11:10,14h 00m,Bangalore,Mumbai,1,11849
1415,Vistara,Sun, 7 Nov,19:40,09:45,14h 05m,Bangalore,Mumbai,1,11849
1416,Vistara,Sun, 7 Nov,17:45,08:00,14h 15m,Bangalore,Mumbai,1,11849
1417,Vistara,Sun, 7 Nov,21:10,11:40,14h 30m,Bangalore,Mumbai,1,11849
1418,Vistara,Sun, 7 Nov,21:10,12:35,15h 25m,Bangalore,Mumbai,1,11849
1419,Vistara,Sun, 7 Nov,19:40,11:10,15h 30m,Bangalore,Mumbai,1,11849
1420,Vistara,Sun, 7 Nov,17:45,09:45,16h 00m,Bangalore,Mumbai,1,11849
1421,Go First,Sun, 7 Nov,18:50,02:00,7h 10m,Bangalore,Mumbai,1,11870
1422,IndiGo,Sun, 7 Nov,14:50,19:45,4h 55m,Bangalore,Mumbai,1,12029
1423,Go First,Sun, 7 Nov,15:45,19:40,3h 55m,Bangalore,Mumbai,1,13474
1424,SpiceJet,Sun, 7 Nov,05:55,14:45,8h 50m,Bangalore,Mumbai,1,13474
1425,SpiceJet,Sun, 7 Nov,05:55,18:50,12h 55m,Bangalore,Mumbai,1,13474
1426,IndiGo,Sun, 7 Nov,06:15,10:15,4h 00m,Bangalore,Mumbai,1,13526
1427,IndiGo,Sun, 7 Nov,09:05,13:05,4h 00m,Bangalore,Mumbai,1,13526
1428,IndiGo,Sun, 7 Nov,10:10,14:25,4h 15m,Bangalore,Mumbai,1,13526
1429,IndiGo,Sun, 7 Nov,09:05,14:25,5h 20m,Bangalore,Mumbai,1,13526
1430,IndiGo,Sun, 7 Nov,14:10,19:40,5h 30m,Bangalore,Mumbai,1,13526
1431,IndiGo,Sun, 7 Nov,06:15,13:05,6h 50m,Bangalore,Mumbai,1,13526
1432,IndiGo,Sun, 7 Nov,10:10,17:45,7h 35m,Bangalore,Mumbai,1,13526
1433,Air India,Sun, 7 Nov,05:45,17:25,11h 40m,Bangalore,Mumbai,2,13815
1434,IndiGo,Sun, 7 Nov,12:45,17:45,5h 00m,Bangalore,Mumbai,1,13841
1435,IndiGo,Sun, 7 Nov,12:45,19:40,6h 55m,Bangalore,Mumbai,1,13841
1436,Air India,Sun, 7 Nov,11:50,17:25,5h 35m,Bangalore,Mumbai,1,14300
1437,Air India,Sun, 7 Nov,09:00,22:25,13h 25m,Bangalore,Mumbai,2,14419
1438,Air India,Sun, 7 Nov,17:50,16:25,22h 35m,Bangalore,Mumbai,3,16272
1439,Air India,Sun, 7 Nov,06:10,16:25,34h 15m,Bangalore,Mumbai,3,16272
1440,Go First,Sun, 7 Nov,09:15,17:00,7h 45m,Bangalore,Mumbai,1,16759
1441,Go First,Sun, 7 Nov,09:15,17:00,7h 45m,Bangalore,Mumbai,1,16780
1442,Air India,Sun, 7 Nov,10:25,16:25,30h 00m,Bangalore,Mumbai,3,17774
1443,Vistara,Sun, 7 Nov,09:45,16:00,30h 15m,Bangalore,Mumbai,2,17925
1444,Vistara,Sun, 7 Nov,08:00,16:00,32h 00m,Bangalore,Mumbai,2,17925
1445,Vistara,Sun, 7 Nov,11:00,15:25,28h 25m,Bangalore,Mumbai,1,18514
1446,Air India,Sun, 7 Nov,13:20,16:25,27h 05m,Bangalore,Mumbai,3,18698
1447,Vistara,Sun, 7 Nov,09:45,09:00,23h 15m,Bangalore,Mumbai,2,18737
1448,Vistara,Sun, 7 Nov,09:45,11:40,25h 55m,Bangalore,Mumbai,2,18737
1449,Vistara,Sun, 7 Nov,07:00,09:00,26h 00m,Bangalore,Mumbai,2,18737
1450,Vistara,Sun, 7 Nov,07:00,11:40,28h 40m,Bangalore,Mumbai,2,18737
1451,Vistara,Sun, 7 Nov,09:45,14:30,28h 45m,Bangalore,Mumbai,2,18737
1452,Air Asia,Sun, 7 Nov,13:10,19:35,6h 25m,Bangalore,Mumbai,1,18750
1453,Air Asia,Sun, 7 Nov,05:40,19:35,13h 55m,Bangalore,Mumbai,1,18750
1454,Air Asia,Sun, 7 Nov,12:55,19:35,6h 40m,Bangalore,Mumbai,1,18960
1455,Vistara,Sun, 7 Nov,09:45,22:35,12h 50m,Bangalore,Mumbai,2,19577
1456,Vistara,Sun, 7 Nov,08:00,22:35,14h 35m,Bangalore,Mumbai,2,19577
1457,Vistara,Sun, 7 Nov,07:00,22:35,15h 35m,Bangalore,Mumbai,2,19577
1458,Air India,Sun, 7 Nov,07:00,15:50,8h 50m,Bangalore,Mumbai,1,19774
1459,Air Asia,Sun, 7 Nov,11:20,22:15,10h 55m,Bangalore,Mumbai,1,22740
1460,Air Asia,Sun, 7 Nov,06:15,22:15,16h 00m,Bangalore,Mumbai,1,22740
1461,Go First,Sun, 7 Nov,10:35,22:20,11h 45m,Bangalore,Mumbai,1,23445
1462,Vistara,Sun, 7 Nov,11:00,21:35,10h 35m,Bangalore,Mumbai,1,25444
1463,Air India,Sun, 7 Nov,05:45,16:45,11h 00m,Bangalore,Mumbai,2,25759
1464,SpiceJet,Wed, 3 Nov,11:40,12:50,1h 10m,Pune,Goa,Non,6168
1465,Air Asia,Wed, 3 Nov,19:25,07:00,11h 35m,Pune,Goa,1,6225
1466,IndiGo,Wed, 3 Nov,13:55,14:55,1h 00m,Pune,Goa,Non,6273
1467,IndiGo,Wed, 3 Nov,09:50,14:10,4h 20m,Pune,Goa,1,6541
1468,IndiGo,Wed, 3 Nov,11:10,18:25,7h 15m,Pune,Goa,1,9213
1469,IndiGo,Wed, 3 Nov,11:10,15:35,4h 25m,Pune,Goa,1,9528
1470,IndiGo,Wed, 3 Nov,13:40,17:25,3h 45m,Pune,Goa,1,9633
1471,IndiGo,Wed, 3 Nov,11:10,21:15,10h 05m,Pune,Goa,1,9843
1472,IndiGo,Wed, 3 Nov,08:10,18:25,10h 15m,Pune,Goa,1,10368
1473,IndiGo,Wed, 3 Nov,08:10,15:35,7h 25m,Pune,Goa,1,10683
1474,IndiGo,Wed, 3 Nov,14:00,18:25,4h 25m,Pune,Goa,1,10893
1475,IndiGo,Wed, 3 Nov,14:00,21:15,7h 15m,Pune,Goa,1,11523
1476,IndiGo,Wed, 3 Nov,08:10,14:05,5h 55m,Pune,Goa,1,12783
1477,Vistara,Wed, 3 Nov,13:10,21:20,8h 10m,Pune,Goa,1,12798
1478,Vistara,Wed, 3 Nov,16:55,21:20,28h 25m,Pune,Goa,1,12798
1479,Vistara,Wed, 3 Nov,19:30,21:20,25h 50m,Pune,Goa,1,13512
1480,IndiGo,Wed, 3 Nov,14:40,19:40,5h 00m,Pune,Goa,1,14306
1481,IndiGo,Wed, 3 Nov,09:35,19:40,10h 05m,Pune,Goa,1,15776
1482,IndiGo,Wed, 3 Nov,15:35,20:50,5h 15m,Pune,Goa,1,16038
1483,IndiGo,Wed, 3 Nov,13:40,20:50,7h 10m,Pune,Goa,1,16038
1484,Vistara,Wed, 3 Nov,16:55,13:50,20h 55m,Pune,Goa,1,16353
1485,Vistara,Wed, 3 Nov,08:15,21:20,13h 05m,Pune,Goa,1,16563
1486,Vistara,Wed, 3 Nov,13:10,13:50,24h 40m,Pune,Goa,1,16668
1487,Vistara,Wed, 3 Nov,16:55,13:50,20h 55m,Pune,Goa,2,16793
1488,Vistara,Wed, 3 Nov,16:55,13:50,20h 55m,Pune,Goa,2,16793
1489,Vistara,Wed, 3 Nov,16:55,13:50,20h 55m,Pune,Goa,2,16793
1490,Vistara,Wed, 3 Nov,16:55,13:50,20h 55m,Pune,Goa,2,16793
1491,Vistara,Wed, 3 Nov,19:30,13:50,18h 20m,Pune,Goa,1,16983
1492,Vistara,Wed, 3 Nov,13:10,13:50,24h 40m,Pune,Goa,2,17418
1493,Vistara,Wed, 3 Nov,13:10,13:50,24h 40m,Pune,Goa,2,17418
1494,Vistara,Wed, 3 Nov,13:10,13:50,24h 40m,Pune,Goa,2,17418
1495,Vistara,Wed, 3 Nov,13:10,13:50,24h 40m,Pune,Goa,2,17418
1496,Vistara,Wed, 3 Nov,13:10,13:50,24h 40m,Pune,Goa,2,17418
1497,Vistara,Wed, 3 Nov,13:10,13:50,24h 40m,Pune,Goa,2,17418
1498,Vistara,Wed, 3 Nov,19:30,13:50,18h 20m,Pune,Goa,2,18132
1499,Vistara,Wed, 3 Nov,19:30,13:50,18h 20m,Pune,Goa,2,18132
1500,Vistara,Wed, 3 Nov,08:15,13:50,5h 35m,Pune,Goa,1,18768
1501,Air India,Wed, 3 Nov,18:50,13:15,18h 25m,Pune,Goa,1,19503
1502,Air India,Wed, 3 Nov,18:50,14:45,19h 55m,Pune,Goa,2,22574
1503,Vistara,Wed, 3 Nov,16:55,12:45,19h 50m,Pune,Goa,2,23808
1504,Vistara,Wed, 3 Nov,19:30,12:45,17h 15m,Pune,Goa,2,24438
1505,Vistara,Wed, 3 Nov,19:30,12:45,17h 15m,Pune,Goa,2,24438
1506,Air India,Wed, 3 Nov,16:20,13:15,20h 55m,Pune,Goa,3,25908
1507,Air India,Wed, 3 Nov,08:45,20:30,11h 45m,Pune,Goa,3,26932
1508,Air Asia,Fri, 5 Nov,15:35,20:55,5h 20m,Bangalore,Guwahati,1,8400
1509,Air Asia,Fri, 5 Nov,23:10,06:40,7h 30m,Bangalore,Guwahati,1,8400
1510,Air Asia,Fri, 5 Nov,00:45,08:25,7h 40m,Bangalore,Guwahati,1,8400
1511,Air Asia,Fri, 5 Nov,22:55,06:40,7h 45m,Bangalore,Guwahati,1,8400
1512,Air Asia,Fri, 5 Nov,00:10,08:25,8h 15m,Bangalore,Guwahati,1,8400
1513,Air Asia,Fri, 5 Nov,00:45,09:25,8h 40m,Bangalore,Guwahati,1,8400
1514,Air Asia,Fri, 5 Nov,06:15,15:10,8h 55m,Bangalore,Guwahati,1,8400
1515,Air Asia,Fri, 5 Nov,00:10,09:25,9h 15m,Bangalore,Guwahati,1,8400
1516,Air Asia,Fri, 5 Nov,05:40,15:10,9h 30m,Bangalore,Guwahati,2,8400
1517,Air Asia,Fri, 5 Nov,11:20,21:10,9h 50m,Bangalore,Guwahati,1,8400
1518,Air Asia,Fri, 5 Nov,16:25,20:55,4h 30m,Bangalore,Guwahati,1,8403
1519,Air Asia,Fri, 5 Nov,05:30,10:20,4h 50m,Bangalore,Guwahati,1,8403
1520,IndiGo,Fri, 5 Nov,06:10,11:45,5h 35m,Bangalore,Guwahati,1,8450
1521,IndiGo,Fri, 5 Nov,23:25,05:55,6h 30m,Bangalore,Guwahati,1,8450
1522,IndiGo,Fri, 5 Nov,13:15,20:05,6h 50m,Bangalore,Guwahati,1,8450
1523,IndiGo,Fri, 5 Nov,23:25,06:55,7h 30m,Bangalore,Guwahati,1,8450
1524,IndiGo,Fri, 5 Nov,08:40,16:15,7h 35m,Bangalore,Guwahati,1,8450
1525,IndiGo,Fri, 5 Nov,03:30,11:40,8h 10m,Bangalore,Guwahati,1,8450
1526,IndiGo,Fri, 5 Nov,10:55,19:05,8h 10m,Bangalore,Guwahati,1,8450
1527,IndiGo,Fri, 5 Nov,21:45,05:55,8h 10m,Bangalore,Guwahati,1,8450
1528,IndiGo,Fri, 5 Nov,13:15,22:10,8h 55m,Bangalore,Guwahati,1,8450
1529,IndiGo,Fri, 5 Nov,21:45,06:55,9h 10m,Bangalore,Guwahati,1,8450
1530,IndiGo,Fri, 5 Nov,20:05,05:55,9h 50m,Bangalore,Guwahati,1,8450
1531,IndiGo,Fri, 5 Nov,09:10,19:05,9h 55m,Bangalore,Guwahati,1,8450
1532,IndiGo,Fri, 5 Nov,04:40,14:55,10h 15m,Bangalore,Guwahati,1,8450
1533,IndiGo,Fri, 5 Nov,20:05,06:55,10h 50m,Bangalore,Guwahati,1,8450
1534,Go First,Fri, 5 Nov,07:40,15:20,7h 40m,Bangalore,Guwahati,1,8501
1535,IndiGo,Fri, 5 Nov,22:05,01:10,3h 05m,Bangalore,Guwahati,Non,8753
1536,Air Asia,Fri, 5 Nov,17:30,20:40,3h 10m,Bangalore,Guwahati,Non,8753
1537,Air Asia,Fri, 5 Nov,15:15,18:30,3h 15m,Bangalore,Guwahati,Non,8753
1538,Vistara,Fri, 5 Nov,13:50,17:00,3h 10m,Bangalore,Guwahati,Non,8754
1539,IndiGo,Fri, 5 Nov,15:15,20:05,4h 50m,Bangalore,Guwahati,1,8983
1540,IndiGo,Fri, 5 Nov,15:15,22:10,6h 55m,Bangalore,Guwahati,1,8983
1541,IndiGo,Fri, 5 Nov,10:45,17:15,6h 30m,Bangalore,Guwahati,1,9588
1542,SpiceJet,Fri, 5 Nov,05:55,18:40,12h 45m,Bangalore,Guwahati,1,9653
1543,SpiceJet,Fri, 5 Nov,17:05,08:10,15h 05m,Bangalore,Guwahati,1,9653
1544,SpiceJet,Fri, 5 Nov,17:05,18:40,25h 35m,Bangalore,Guwahati,1,9653
1545,SpiceJet,Fri, 5 Nov,05:55,08:10,26h 15m,Bangalore,Guwahati,1,9653
1546,Air Asia,Fri, 5 Nov,07:15,10:15,3h 00m,Bangalore,Guwahati,Non,9703
1547,IndiGo,Fri, 5 Nov,06:35,16:15,9h 40m,Bangalore,Guwahati,1,9753
1548,IndiGo,Fri, 5 Nov,08:00,10:55,2h 55m,Bangalore,Guwahati,Non,9853
1549,IndiGo,Fri, 5 Nov,06:35,11:40,5h 05m,Bangalore,Guwahati,1,10003
1550,IndiGo,Fri, 5 Nov,11:45,20:05,8h 20m,Bangalore,Guwahati,1,10053
1551,IndiGo,Fri, 5 Nov,11:45,22:10,10h 25m,Bangalore,Guwahati,1,10053
1552,IndiGo,Fri, 5 Nov,07:10,11:45,4h 35m,Bangalore,Guwahati,1,11003
1553,Vistara,Fri, 5 Nov,11:30,17:30,6h 00m,Bangalore,Guwahati,1,11216
1554,Vistara,Fri, 5 Nov,09:45,17:30,7h 45m,Bangalore,Guwahati,1,11216
1555,Vistara,Fri, 5 Nov,08:00,17:30,9h 30m,Bangalore,Guwahati,1,11216
1556,Vistara,Fri, 5 Nov,07:00,17:30,10h 30m,Bangalore,Guwahati,1,11216
1557,Vistara,Fri, 5 Nov,21:10,12:05,14h 55m,Bangalore,Guwahati,1,11216
1558,Vistara,Fri, 5 Nov,19:40,12:05,16h 25m,Bangalore,Guwahati,1,11216
1559,Vistara,Fri, 5 Nov,17:45,12:05,18h 20m,Bangalore,Guwahati,1,11216
1560,Vistara,Fri, 5 Nov,21:10,17:30,20h 20m,Bangalore,Guwahati,1,11216
1561,Vistara,Fri, 5 Nov,19:40,17:30,21h 50m,Bangalore,Guwahati,1,11216
1562,Vistara,Fri, 5 Nov,17:45,17:30,23h 45m,Bangalore,Guwahati,1,11216
1563,Vistara,Fri, 5 Nov,11:30,12:05,24h 35m,Bangalore,Guwahati,1,11216
1564,Vistara,Fri, 5 Nov,09:45,12:05,26h 20m,Bangalore,Guwahati,1,11216
1565,Vistara,Fri, 5 Nov,08:00,12:05,28h 05m,Bangalore,Guwahati,1,11216
1566,Vistara,Fri, 5 Nov,07:00,12:05,29h 05m,Bangalore,Guwahati,1,11216
1567,Air India,Fri, 5 Nov,18:50,18:10,23h 20m,Bangalore,Guwahati,2,11654
1568,IndiGo,Fri, 5 Nov,07:50,14:55,7h 05m,Bangalore,Guwahati,1,11743
1569,IndiGo,Fri, 5 Nov,22:55,09:10,10h 15m,Bangalore,Guwahati,1,12203
1570,Vistara,Fri, 5 Nov,19:25,12:05,16h 40m,Bangalore,Guwahati,2,13796
1571,Vistara,Fri, 5 Nov,19:25,17:30,22h 05m,Bangalore,Guwahati,2,13796
1572,Air India,Fri, 5 Nov,18:50,11:05,16h 15m,Bangalore,Guwahati,2,14018
1573,Air India,Fri, 5 Nov,18:50,18:10,23h 20m,Bangalore,Guwahati,2,14018
1574,IndiGo,Fri, 5 Nov,09:30,17:50,8h 20m,Bangalore,Guwahati,1,14203
1575,IndiGo,Fri, 5 Nov,07:50,17:50,10h 00m,Bangalore,Guwahati,1,14203
1576,Air India,Fri, 5 Nov,10:25,18:45,8h 20m,Bangalore,Guwahati,1,14254
1577,Air India,Fri, 5 Nov,06:10,18:45,12h 35m,Bangalore,Guwahati,1,14254
1578,IndiGo,Fri, 5 Nov,06:40,14:55,8h 15m,Bangalore,Guwahati,1,14503
1579,Vistara,Fri, 5 Nov,21:40,17:30,19h 50m,Bangalore,Guwahati,2,15186
1580,Vistara,Fri, 5 Nov,19:55,17:30,21h 35m,Bangalore,Guwahati,2,15186
1581,Vistara,Fri, 5 Nov,18:25,17:30,23h 05m,Bangalore,Guwahati,2,15186
1582,Vistara,Fri, 5 Nov,18:25,12:05,17h 40m,Bangalore,Guwahati,2,15356
1583,Vistara,Fri, 5 Nov,18:25,17:30,23h 05m,Bangalore,Guwahati,2,15356
1584,IndiGo,Fri, 5 Nov,22:10,07:25,9h 15m,Bangalore,Guwahati,1,15553
1585,Vistara,Fri, 5 Nov,19:25,17:30,22h 05m,Bangalore,Guwahati,2,15636
1586,Vistara,Fri, 5 Nov,19:55,12:05,16h 10m,Bangalore,Guwahati,2,15866
1587,Air India,Fri, 5 Nov,17:50,11:05,17h 15m,Bangalore,Guwahati,2,16118
1588,IndiGo,Fri, 5 Nov,16:50,00:15,7h 25m,Bangalore,Guwahati,1,16403
1589,Vistara,Fri, 5 Nov,21:40,12:05,14h 25m,Bangalore,Guwahati,2,16461
1590,Air India,Fri, 5 Nov,17:50,12:10,18h 20m,Bangalore,Guwahati,1,17754
1591,Air India,Fri, 5 Nov,13:20,12:10,22h 50m,Bangalore,Guwahati,1,17754
1592,Vistara,Fri, 5 Nov,08:30,17:30,9h 00m,Bangalore,Guwahati,2,18954
1593,Vistara,Fri, 5 Nov,06:40,17:30,10h 50m,Bangalore,Guwahati,2,18954
1594,Air India,Fri, 5 Nov,09:00,12:10,27h 10m,Bangalore,Guwahati,3,19057
1595,Vistara,Fri, 5 Nov,12:20,12:05,23h 45m,Bangalore,Guwahati,2,19936
1596,SpiceJet,Fri, 5 Nov,15:05,21:30,6h 25m,Bangalore,Guwahati,1,20054
1597,IndiGo,Fri, 5 Nov,22:40,09:40,11h 00m,Bangalore,Guwahati,1,22453
1598,Vistara,Fri, 5 Nov,06:40,17:30,10h 50m,Bangalore,Guwahati,2,26254
1599,Air Asia,Sun, 7 Nov,15:35,20:55,5h 20m,Bangalore,Guwahati,1,8400
